year,treatment,plot
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,exclosure,15
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,exclosure,3
2016,removal,16
2016,exclosure,3
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,exclosure,19
2016,exclosure,19
2016,exclosure,19
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,removal,23
2016,removal,23
2016,removal,23
2016,removal,23
2016,removal,23
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,exclosure,15
2016,exclosure,15
2016,exclosure,15
2016,exclosure,15
2016,exclosure,15
2016,exclosure,15
2016,exclosure,15
2016,exclosure,15
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,removal,16
2016,removal,16
2016,removal,16
2016,removal,16
2016,removal,16
2016,removal,16
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,exclosure,19
2016,exclosure,19
2016,exclosure,19
2016,exclosure,19
2016,exclosure,19
2016,exclosure,19
2016,exclosure,19
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,removal,23
2016,removal,23
2016,removal,23
2016,removal,23
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,exclosure,15
2016,exclosure,15
2016,exclosure,15
2016,exclosure,15
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,exclosure,19
2016,exclosure,19
2016,exclosure,19
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,removal,23
2016,removal,23
2016,removal,23
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,exclosure,15
2016,exclosure,15
2016,exclosure,15
2016,exclosure,15
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,removal,16
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,exclosure,19
2016,exclosure,19
2016,exclosure,19
2016,exclosure,19
2016,exclosure,19
2016,exclosure,19
2016,exclosure,19
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,removal,23
2016,removal,23
2016,removal,23
2016,removal,23
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,exclosure,15
2016,exclosure,15
2016,exclosure,15
2016,exclosure,15
2016,exclosure,15
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,removal,16
2016,removal,16
2016,removal,10
2016,removal,10
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,exclosure,19
2016,exclosure,19
2016,exclosure,19
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,removal,16
2016,removal,16
2016,removal,16
2016,removal,23
2016,removal,23
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,exclosure,15
2016,exclosure,15
2016,exclosure,15
2016,exclosure,15
2016,exclosure,15
2016,exclosure,15
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,removal,23
2016,removal,23
2016,exclosure,3
2016,exclosure,3
2016,exclosure,3
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,exclosure,15
2016,exclosure,15
2016,exclosure,15
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,removal,16
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,4
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,control,11
2016,exclosure,19
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,exclosure,21
2016,removal,23
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,exclosure,15
2016,exclosure,15
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,removal,16
2016,exclosure,3
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,control,14
2016,exclosure,15
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,control,17
2016,removal,16
2016,removal,16
2016,removal,16
2016,removal,16
2016,removal,10
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,11
2017,control,11
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,exclosure,15
2017,exclosure,15
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,exclosure,21
2017,exclosure,19
2017,removal,23
2017,removal,23
2017,exclosure,3
2017,exclosure,3
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,removal,10
2017,removal,16
2017,removal,16
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,21
2017,removal,23
2017,exclosure,3
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,exclosure,15
2017,exclosure,15
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,21
2017,removal,23
2017,removal,23
2017,removal,23
2017,removal,23
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,removal,16
2017,removal,10
2017,removal,16
2017,removal,16
2017,removal,16
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,removal,23
2017,removal,23
2017,removal,23
2017,removal,23
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,exclosure,3
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,removal,23
2017,removal,23
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,removal,16
2017,removal,16
2017,removal,16
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,removal,23
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,removal,23
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,removal,23
2017,removal,23
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,removal,10
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,removal,23
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,10
2017,removal,10
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,removal,23
2017,removal,23
2017,removal,23
2017,removal,23
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,exclosure,15
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,removal,10
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,16
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,control,4
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,exclosure,19
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,removal,23
2017,removal,23
2017,removal,23
2017,removal,23
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,exclosure,3
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,control,14
2017,exclosure,15
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,control,17
2017,removal,16
2017,removal,16
2017,removal,16
2017,removal,10
2017,removal,16
2017,removal,16
2017,control,4
2017,control,4
2017,control,4
2017,exclosure,19
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,exclosure,21
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,control,11
2017,removal,23
2017,removal,23
2017,removal,23
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,11
2018,control,11
2018,control,11
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,removal,23
2018,removal,23
2018,control,4
2018,control,4
2018,control,4
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,removal,23
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,19
2018,exclosure,19
2018,exclosure,19
2018,removal,23
2018,removal,23
2018,removal,23
2018,removal,23
2018,removal,23
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,exclosure,15
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,removal,16
2018,removal,16
2018,removal,16
2018,removal,16
2018,removal,16
2018,removal,16
2018,removal,16
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,exclosure,19
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,removal,23
2018,removal,23
2018,removal,23
2018,removal,23
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,exclosure,15
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,exclosure,3
2018,exclosure,3
2018,exclosure,3
2018,exclosure,3
2018,exclosure,3
2018,exclosure,3
2018,removal,16
2018,removal,10
2018,removal,10
2018,removal,16
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,exclosure,19
2018,exclosure,19
2018,exclosure,19
2018,exclosure,19
2018,exclosure,19
2018,exclosure,19
2018,exclosure,19
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,removal,23
2018,removal,23
2018,removal,23
2018,exclosure,3
2018,exclosure,3
2018,exclosure,3
2018,exclosure,3
2018,exclosure,3
2018,exclosure,15
2018,exclosure,15
2018,exclosure,15
2018,exclosure,15
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,removal,10
2018,removal,10
2018,removal,16
2018,removal,16
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,exclosure,19
2018,exclosure,19
2018,exclosure,19
2018,exclosure,19
2018,exclosure,19
2018,exclosure,19
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,removal,23
2018,removal,23
2018,exclosure,3
2018,exclosure,3
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,exclosure,15
2018,exclosure,15
2018,exclosure,15
2018,exclosure,15
2018,exclosure,15
2018,exclosure,15
2018,exclosure,15
2018,exclosure,15
2018,removal,16
2018,removal,16
2018,removal,10
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,exclosure,19
2018,exclosure,19
2018,exclosure,19
2018,exclosure,19
2018,exclosure,19
2018,exclosure,19
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,removal,23
2018,exclosure,3
2018,exclosure,3
2018,exclosure,3
2018,exclosure,3
2018,exclosure,3
2018,exclosure,3
2018,exclosure,3
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,exclosure,15
2018,exclosure,15
2018,removal,16
2018,removal,16
2018,removal,16
2018,removal,16
2018,removal,10
2018,removal,16
2018,removal,16
2018,removal,16
2018,removal,16
2018,control,4
2018,control,4
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,exclosure,19
2018,exclosure,19
2018,exclosure,19
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,removal,23
2018,removal,23
2018,exclosure,3
2018,exclosure,3
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,exclosure,15
2018,exclosure,15
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,removal,16
2018,removal,16
2018,control,4
2018,control,4
2018,control,4
2018,exclosure,19
2018,exclosure,19
2018,exclosure,19
2018,exclosure,19
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,control,11
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,3
2018,exclosure,3
2018,exclosure,3
2018,exclosure,3
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,exclosure,15
2018,exclosure,15
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,removal,16
2018,removal,16
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,control,11
2018,control,11
2018,exclosure,19
2018,exclosure,19
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,removal,23
2018,removal,23
2018,exclosure,3
2018,exclosure,3
2018,control,17
2018,control,17
2018,control,17
2018,exclosure,15
2018,exclosure,15
2018,control,14
2018,control,14
2018,control,14
2018,removal,16
2018,control,4
2018,control,4
2018,control,4
2018,control,4
2018,exclosure,21
2018,exclosure,21
2018,exclosure,21
2018,control,14
2018,control,14
2018,control,14
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,17
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2018,control,14
2019,exclosure,21
2019,exclosure,21
2019,removal,23
2019,control,17
2019,control,17
2019,control,17
2019,control,17
2019,control,14
2019,control,14
2019,control,14
2019,control,14
2019,control,14
2019,control,14
2019,control,14
2019,control,14
2019,control,14
2019,control,14
2019,removal,16
2019,control,4
2019,control,4
2019,control,4
2019,control,4
2019,control,11
2019,control,11
2019,exclosure,19
2019,exclosure,21
2019,exclosure,21
2019,exclosure,21
2019,removal,23
2019,control,17
2019,control,17
2019,control,17
2019,exclosure,15
2019,control,14
